bad_prompts,improved_prompts
"Fracking, is it bad for the environment?",Explain the environmental impacts of hydraulic fracking.
"Faulkner's novels, what do they say about the South?",Analyze the representation of the American South in William Faulkner's novels.
"Big data and business, how do they mix?",How are big data and analytics transforming the business landscape?
"Climate change and food, is there a link?",Evaluate the potential implications of climate change on global food security.
"Digital revolution and music, what happened?",Discuss the impact of the digital revolution on the music industry.
"Buddhism, can you break it down?",Explain the fundamental principles of Buddhism.
"""The Count of Monte Cristo,"" what's it got to do with revenge?","Analyze the theme of revenge in Alexandre Dumas's ""The Count of Monte Cristo."""
"Enlightenment and revolutions, any connections?",Discuss the influence of the Enlightenment on the American and French revolutions.
How do airplanes fly?,Explain the physics behind how airplanes fly.
"Too much screen time, bad for the eyes?",What are the potential long-term effects of excessive screen time on eye health?
"Stem cells and medicine, what's the future?",Discuss the potential applications of stem cell research in medicine.
"""The Waste Land,"" what's it trying to say?","Analyze the symbolism in T.S. Eliot's ""The Waste Land."""
"Herd immunity, why does it matter?",Explain the concept of herd immunity and its role in disease control.
"Beatles and rock music, any influence?",Discuss the impact of the Beatles on the evolution of rock music.
"Space travel, how does it affect the mind?",Evaluate the potential effects of space travel on human psychology.
"""Dr. Jekyll and Mr. Hyde,"" what's it saying about people?","Analyze the exploration of human nature in Robert Louis Stevenson's ""Dr. Jekyll and Mr. Hyde."""
"Internet of Things and smart homes, what's the deal?",Discuss the role of the Internet of Things (IoT) in smart home technology.
How is wine made?,Explain the process of fermentation in winemaking.
"European colonization and Africa, what happened?",Discuss the economic impacts of the European colonization of Africa.
"Relativity theory, can you simplify it?",Explain the theory of relativity and its implications.
"""1984,"" what's it got to do with power?","Analyze the theme of power in George Orwell's ""1984."""
"AI and healthcare, how do they mix?",How is artificial intelligence being used in healthcare diagnostics?
"Overfishing, is it bad for the ocean?",Evaluate the potential implications of overfishing on marine ecosystems.
,
You're a detective. What's the city like?,Imagine you are a detective in a noir film. Describe the city at night.
What's climate change got to do with a city by the sea?,Discuss the economic implications of climate change for a coastal city.
Write about a kid and a mythical creature.,Tell a story about a child who befriends a mythical creature.
How can we use more renewable energy in the next years?,Outline a strategy for boosting renewable energy use in the next decade.
"What's so special about ""Starry Night?""","Discuss the cultural significance of Van Gogh's ""Starry Night."""
"Tell me about the main character in ""To Kill a Mockingbird.""","Provide a detailed analysis of the protagonist's development in ""To Kill a Mockingbird."""
What did the French Revolution do to politics?,Explain how the French Revolution influenced modern political thought.
Talk about a guy who climbed Everest.,Write a short story about a mountaineer's challenging journey to the top of Everest.
How did technology change the way we talk?,Discuss how technology has changed interpersonal communication in the last decade.
What does an astronaut do all day?,Describe a day in the life of a space station astronaut.
"What does ""Pride and Prejudice"" say about society?","Analyze how Jane Austen portrays social norms in ""Pride and Prejudice."""
What do you think about the new iPhone?,Provide a critique of the design and user interface of the latest iPhone.
Write a poem about a nice garden.,Write a poem about the serenity and beauty of a Japanese garden in spring.
What's different between Baroque and Renaissance art?,Describe the key differences between the Baroque and Renaissance art styles.
Make up a character for a fantasy book.,"Create a compelling character for a fantasy novel, describing their backstory, abilities, and motivation."
What's right and wrong about AI in healthcare?,Discuss the ethical implications of AI in healthcare.
How does globalization affect cultures?,Analyze the impact of globalization on local cultures.
Write about why buses and trains are good.,Write a persuasive essay on why cities should invest more in public transportation.
Make up a recipe with Mediterranean and American food.,Develop a recipe that incorporates Mediterranean flavors into a classic American dish.
What happens in the forest during fall?,Describe the changes that occur in a forest ecosystem during autumn.
Write about your favorite book.,"Write an in-depth review of your favorite book, covering its themes, characters, and plot."
What happens when you're alone for a long time?,Discuss the psychological effects of prolonged isolation.
Write a love letter as if you're a soldier.,Write a love letter from the perspective of a soldier in the Civil War.
How did jazz affect books in the 1920s?,Describe how the jazz age influenced literature in the 1920s.
What's quantum entanglement?,Explain the concept of quantum entanglement to a non-scientist.
Tell about a time when you learned something important.,Narrate an experience where you learned an important life lesson.
What do you think about social media and the election?,Write an op-ed about the impact of social media on the recent election.
Talk about what happens to a river.,Describe the journey of a river from its source to the sea.
How were two leaders different and alike?,Compare and contrast the leadership styles of two historical figures.
Why is it good to have different kinds of people?,Discuss the importance of diversity in a multicultural society.
What's Hamlet like?,Write a detailed character analysis of Hamlet.
How does a soldier feel when they come back from war?,Describe the emotions and experiences of a soldier returning from war.
How did colonialism affect indigenous people?,Discuss the impact of colonialism on the cultural identity of indigenous populations.
What kind of workout should a busy person do?,Design a detailed workout plan for a busy professional.
How did the Industrial Revolution cause cities to grow?,Explain how the Industrial Revolution led to urbanization.
Write about a robot that starts to feel things.,Write a short story about a robot developing feelings.
Write about a popular restaurant.,Provide a comprehensive review of a famous restaurant in your city.
How does cutting down trees affect animals and plants?,Discuss the effects of deforestation on local biodiversity.
Give a talk about not giving up.,Write an inspirational speech about the power of perseverance.
How did propaganda work in World War II?,Discuss the role of propaganda in shaping public opinion during World War II.
Write a poem about a nice beach at night.,Write a poem reflecting the tranquility of a moonlit beach.
What's good and bad about online classes?,Discuss the pros and cons of distance learning for university students.
How does an artist's life affect their art?,Describe how personal experiences can influence an artist's work.
Start a scary book in a empty town.,Write a captivating opening scene for a thriller novel set in a deserted town.
How did the printing press help spread Renaissance ideas?,Discuss the impact of the printing press on the spread of the Renaissance ideas.
Tell a story about a firefighter saving a kitten.,Describe a scene where a firefighter rescues a kitten from a tall tree.
Talk about a tough decision in a dystopian book.,Explore the moral dilemma faced by a character in a dystopian novel.
Write about your childhood in a small town.,Write a memoir about your experiences growing up in a small town.
How does society influence fashion?,Analyze how societal changes are reflected in fashion trends.
What can one person do about climate change?,Discuss the role of individual actions in combating climate change.
Describe a funny love story movie.,Write an engaging synopsis for a romantic comedy film.
How does photosynthesis work?,Explain the process of photosynthesis to a ten-year-old.
Plan a business for eco-friendly clothes.,Write a detailed business plan for a sustainable fashion brand.
Why should schools talk about mental health?,Discuss the importance of mental health awareness in schools.
Describe a haunted house.,Write a vivid description of an old haunted house.
Analyze a classical song.,Provide an in-depth analysis of a classical piece of music.
"What's Plato's ""Cave"" story about?","Describe the key philosophical concepts in Plato's ""Allegory of the Cave."""
Start a murder mystery book.,Write a gripping opening for a murder mystery novel.
How does childhood trauma affect people?,Discuss the long-term impact of childhood trauma on an individual's life.
Talk about family traditions.,Write a personal essay on the significance of family traditions.
"How does ""The Great Gatsby"" use colors?","Analyze the use of color symbolism in ""The Great Gatsby."""
What does genetic engineering mean for the future?,Discuss the implications of genetic engineering for future generations.
Describe a city with lots of history.,Write a detailed travel guide for a historical city.
What's hard about space travel?,Describe the challenges of space travel for astronauts.
How does Shakespeare show women in his sad plays?,Analyze the portrayal of women in Shakespeare's tragedies.
Write your opinion about a recent movie.,"Write a critical review of a recent blockbuster movie, examining its plot, characters, and themes."
"What's the family like in ""Death of a Salesman""?","Analyze the role of family dynamics in ""Death of a Salesman."""
"Why does Iago do what he does in ""Othello""?","Explore the motivations and psychological complexities of Iago in Shakespeare's ""Othello."""
Write about a visit to a farmer's market.,Describe the sensory experience of walking through a bustling farmer's market.
How did the civil rights movement change America?,Discuss the impact of the civil rights movement on contemporary American society.
Write a story about people living under water.,Write a science fiction story about a civilization living under the sea.
What's wrong with American healthcare and how can we fix it?,Provide an in-depth analysis of the American healthcare system and suggest improvements.
Write about making a fancy dinner.,"Detail the process of preparing a gourmet meal from scratch, including ingredient selection."
How do caterpillars turn into butterflies?,Describe the process of metamorphosis in butterflies to a young child.
Write a supportive letter to a sad friend.,Write a heartfelt letter to a friend going through a difficult time.
Is it right or wrong to use surveillance cameras everywhere?,Analyze the ethical implications of surveillance technology.
Write a story about the Gold Rush.,Write a historical fiction story set during the Gold Rush.
Why is being innovative important for a business?,Discuss the role of innovation in the survival and growth of businesses.
"Write about the symbols in ""To the Lighthouse"".","Write a critical essay on the use of symbolism in Virginia Woolf's ""To the Lighthouse."""
How did the Beat Generation affect literature?,Discuss the influence of the Beat Generation on modern literature.
Write about a skydiver's adventure.,Detail an adrenaline-fueled adventure of a professional skydiver.
"What's the political message in ""1984""?","Analyze the sociopolitical commentary in George Orwell's ""1984."""
Describe a winter morning in the countryside.,Write a descriptive piece about a serene winter morning in the countryside.
Why do we procrastinate and how can we stop?,Discuss the psychological mechanisms behind procrastination and suggest strategies to overcome it.
Argue why we need to farm sustainably.,Write a persuasive essay arguing for the need for sustainable agricultural practices.
Talk about the Notre-Dame Cathedral.,Describe the architectural style and historical significance of Notre-Dame Cathedral.
Write about global warming and polar bears.,Write an investigative report on the potential effects of global warming on Arctic wildlife.
"What's the importance of dreams in ""Of Mice and Men""?","Discuss the thematic significance of dreams in ""Of Mice and Men."""
Describe a city in the morning.,Write a vivid description of a bustling cityscape at dawn.
"How are allegories used in ""Animal Farm""?","Analyze how the use of allegory in ""Animal Farm"" contributes to its political commentary."
Write a cover letter for a tech job.,Write a compelling cover letter for a job application in a tech startup.
Talk about microplastics and fish.,Discuss the impact of microplastics on marine life and possible solutions to this issue.
Write a story about a world after an apocalypse.,Write a thrilling short story set in a post-apocalyptic world.
Analyze Mozart's 40th symphony.,Provide a comprehensive analysis of Mozart's Symphony No. 40 in G minor.
Write about an important time in your life.,Describe a pivotal moment in your life and how it shaped you as a person.
Talk about why knowing about money is important.,Discuss the importance of financial literacy and ways to improve it among young adults.
Write about what's wrong with education where you live.,Write a nuanced critique of the education system in your country.
What are the themes in Emily Dickinson's poems?,Analyze the main themes in Emily Dickinson's poetry.
Write about how to start a blog.,Write a step-by-step guide to setting up a successful blog.
Talk about AI and art.,Discuss the influence of artificial intelligence on modern art and creativity.
Write a fantasy story with magic and creatures.,Write an engaging first chapter for a fantasy novel featuring magic and mythical creatures.
How does social media affect how we see ourselves?,Analyze the ways social media can influence self-esteem and body image.
Argue why we should use renewable energy.,Write a persuasive argument for adopting renewable energy sources on a large scale.
"What's the green light about in ""The Great Gatsby""?","Discuss the symbolism of the green light in ""The Great Gatsby."""
Write a poem about a lighthouse keeper.,Write an evocative poem about the solitude of a lighthouse keeper.
How does Greek mythology affect books today?,Analyze the influence of Greek mythology on contemporary literature.
Write about a trip in the Swiss Alps.,Write a detailed travelogue of a backpacking trip through the Swiss Alps.
What does AI mean for jobs?,Discuss the impact of artificial intelligence on job markets and future professions.
Write a story about growing up in a small town.,Write a heartfelt coming-of-age story set in a rural town.
How do you make fancy coffee?,Describe the process of brewing artisanal coffee to a beginner.
What's funny in Shakespeare's sad plays?,Analyze the role of comic relief in Shakespeare's tragedies.
Argue why we should keep old buildings.,Write a convincing essay on the importance of preserving historical monuments.
How do desert animals live?,Discuss the evolutionary adaptations of desert animals for survival.
Write a detective story in old London.,Write an intriguing detective story set in Victorian London.
How did being deaf affect Beethoven's music?,Analyze how Beethoven's deafness affected his music composition.
Write a story where no one gets old.,Write a science fiction story about a society where aging has been cured.
What's right and wrong about cloning people?,Discuss the ethical issues associated with human cloning.
Write a story about a dog and a cat who are friends.,Write a children's story about a friendship between a dog and a cat.
Talk about the Great Wall of China.,Describe the cultural and historical significance of the Great Wall of China.
How does censorship affect us?,Analyze the role of censorship in media and its impact on society.
Write about a good restaurant experience.,Write a restaurant review detailing your exceptional dining experience.
How has feminism changed society?,Discuss the impact of the feminist movement on modern society.
Write a scary story in an old asylum.,Write a horror story set in an abandoned asylum.
How does a volcano erupt?,Describe the scientific process behind a volcano eruption.
"Describe Jay Gatsby from ""The Great Gatsby"".","Write an in-depth character analysis of Jay Gatsby in ""The Great Gatsby""."
How did the Renaissance change Europe?,Analyze the cultural impact of the Renaissance on European society.
Write about an art show you went to.,Write a detailed review of an art exhibition you recently visited.
What's it like being a teacher in a poor area?,Discuss the challenges and rewards of being a teacher in a low-income school district.
Write a story about a bad treasure hunt.,Write a suspenseful short story about a treasure hunt gone wrong.
How does relativity work?,Explain the concept of relativity to a non-science audience.
Argue for tougher gun laws.,Write a convincing argument advocating for stricter gun control laws.
How has the internet affected newspapers?,Discuss the impact of the internet on print journalism.
Write about a TV show idea with time travel.,Write a compelling pitch for a new television show about time travel.
"What's the moral of ""Crime and Punishment""?","Analyze the moral ambiguity in Fyodor Dostoevsky's ""Crime and Punishment."""
Describe a rainforest morning.,Describe a tranquil morning in a rainforest to a city dweller.
How does meditation help mental health?,Discuss the effects of meditation on mental health.
Write a story about ancient Rome.,Write a historical fiction story set in ancient Rome.
"Analyze ""Starry Night"".","Provide a comprehensive analysis of Vincent Van Gogh's ""Starry Night""."
What's special about Alfred Hitchcock's movies?,Discuss the themes and stylistic elements in Alfred Hitchcock's films.
Write a story about meeting a stranger.,Write a captivating short story about a chance encounter that changes a person's life.
"How does ""The Lord of the Rings"" show heroes?","Analyze the portrayal of heroism in J.R.R. Tolkien's ""The Lord of the Rings""."
Argue for animal rights.,Write a persuasive speech advocating for animal rights.
How does globalization affect culture?,Discuss the impact of globalization on local cultures.
Write about a classic book you don't like.,Write a detailed review of a classic novel that you think is overrated.
Write about a musician getting ready for a big concert.,Describe the emotional journey of a musician on the brink of their first major concert.
"What's the rebellion in ""1984"" about?","Discuss the role of rebellion in George Orwell's ""1984."""
Write about a time you faced a problem.,Write a compelling personal narrative about overcoming adversity.
How does carbon dating work?,Describe the method and significance of carbon dating in archaeology.
Write a story about living on Mars.,Write a speculative short story about life on Mars.
What does cryptocurrency mean for the economy?,Analyze the implications of cryptocurrency for global economic systems.
Describe a year in a mountain village.,Write a descriptive piece about the changing seasons in a remote mountain village.
How does being alone affect people?,Discuss the psychological effects of isolation on human behavior.
Write the beginning of a spy story.,Write a gripping first chapter for a spy thriller novel.
"What's the theme of freedom in ""Huckleberry Finn""?","Analyze the concept of freedom in ""The Adventures of Huckleberry Finn."""
Write about a famous leader.,Write a detailed profile of a renowned world leader.
How did COVID-19 isolation affect mental health?,Discuss the effects of social isolation on mental health amid COVID-19 pandemic.
Write a story about finding something surprising.,Write a riveting short story about a chance discovery that changes everything.
How does evolution work?,Explain the theory of evolution to a fifth-grade student.
Argue for using more renewable energy.,Write a well-argued piece advocating for renewable energy.
How did the French Revolution change Europe?,Discuss the impact of the French Revolution on European politics.
Write a poem about fall.,Write a poem reflecting the beauty of autumn.
"What's the meaning of the title ""To Kill a Mockingbird""?","Analyze the significance of the title ""To Kill a Mockingbird."""
What's wrong with factory farming?,Write an investigative piece on the ethical issues surrounding factory farming.
Why is the First Amendment important for online communication?,Discuss the importance of the First Amendment in the context of modern digital communication.
Write a story about being stranded on an island.,Write a suspenseful short story set on a deserted island.
"Write about Elizabeth Bennet in ""Pride and Prejudice"".","Analyze the character development of Elizabeth Bennet in ""Pride and Prejudice."""
Describe a busy market.,Write a vivid description of a bustling Asian street market.
How does science help society?,Discuss the role of scientific research in the development of society.
Write a sci-fi story about a bad AI.,Write a suspenseful science fiction story about a rogue AI.
How does recycling work?,Explain the process and importance of recycling to a primary school student.
Write about the 2008 financial crisis.,Write a detailed analysis of the causes and effects of the 2008 financial crisis.
How do diet and exercise affect mental health?,Discuss the impact of diet and exercise on mental health.
Write a ghost story in a big old house.,Write a haunting ghost story set in a historic Victorian mansion.
"What does the sea mean in ""The Old Man and the Sea""?","Analyze the metaphoric use of the sea in Ernest Hemingway's ""The Old Man and the Sea."""
Write about climbing Mount Everest.,Describe the tumultuous process of climbing Mount Everest.
How does space travel affect people?,Discuss the effects of long-term space travel on the human body.
Describe a Grand Canyon sunset.,Write a vivid account of a sunset over the Grand Canyon.
"What's the father-son relationship like in ""Death of a Salesman""?","Analyze the portrayal of father-son relationships in Arthur Miller's ""Death of a Salesman."""
Write about a big orchestra concert.,Write a review of a concert by a world-renowned orchestra.
How did colonization affect indigenous cultures?,Discuss the role and impact of colonization on indigenous cultures.
Write a detective story from the 20s.,Write a thrilling detective story set in the 1920s.
How does technology affect how we communicate?,Analyze the effects of technology on interpersonal communication.
Write a happy dog story.,Write a heartwarming story about a rescue dog finding its forever home.
How do you make a sculpture from marble?,Describe the process of creating a sculpture from a piece of marble.
Write about a controversial law in your country.,Write an insightful critique of a controversial policy in your country.
"What's the journey in ""Lord of the Rings"" about?","Discuss the significance of the 'Journey' archetype in the ""Lord of the Rings"" trilogy."
Write about your favorite fancy restaurant.,Write a detailed and engaging review of your favorite Michelin-starred restaurant.
How hard is it to learn a new language?,Explore the challenges and triumphs of learning a new language as an adult.
Write a story where the Cold War is still happening.,Write a speculative fiction story about an alternate history where the Cold War never ended.
How is it to meditate and why is it good?,Describe the experience and benefits of practicing mindfulness meditation.
Why did the American Civil War happen?,Provide a comprehensive analysis of the factors leading to the American Civil War.
What does virtual reality mean for people?,Discuss the psychological and social implications of virtual reality technology.
Describe a night in the desert.,"Write a descriptive piece about a serene, starlit night in the Sahara Desert."
"What does ""Wuthering Heights"" say about love and obsession?","Analyze the representation of love and obsession in Emily Brontë's ""Wuthering Heights."""
Write a story about finding something weird in an old store.,Write a captivating short story about a mysterious object found in an antique store.
How does quantum mechanics work?,Explain the principles of quantum mechanics in a way that can be understood by a high school student.
Argue for more money for libraries.,Write a persuasive essay advocating for more funding for public libraries.
Write about samurai.,Discuss the cultural and historical significance of Japanese samurai.
Write a story where feelings are illegal.,Write a riveting dystopian short story about a society where emotions are outlawed.
How does money affect education?,Analyze the effects of socioeconomic status on educational attainment.
Write a graduation speech.,Write an inspiring speech for a graduation ceremony.
"How does ""The Bell Jar"" talk about mental health?","Discuss the exploration and depiction of mental illness in Sylvia Plath's ""The Bell Jar."""
Write about meeting an animal in the jungle.,Write a vivid account of an encounter with a wild animal in a jungle.
How does climate change affect biodiversity?,Discuss the impact of climate change on biodiversity.
Write a mystery story about a lighthouse and a storm.,Write a mystery story set in an isolated lighthouse during a storm.
"What's the role of irony in ""The Importance of Being Earnest""?","Analyze the role of irony in Oscar Wilde's ""The Importance of Being Earnest."""
Write about the Cuban Missile Crisis.,Write a detailed account of the Cuban Missile Crisis from the perspective of a key decision-maker.
What does AI mean for jobs?,Discuss the implications of automation and AI for the future of work.
Write a detective story about a really hard case.,Write a gripping short story about a detective's quest to solve an unsolvable crime.
What is machine learning?,Explain the principles and applications of machine learning in layman's terms.
"Analyze Picasso's ""Guernica.""","Write an in-depth analysis of Picasso's ""Guernica"" and its historical context."
How does cutting down trees affect the environment?,Discuss the effects of deforestation on the global environment and potential solutions.
Write a story about someone with multiple personalities.,Write a psychological thriller about an individual with multiple personalities.
"What's the theme of innocence in ""To Kill a Mockingbird""?","Analyze the theme of innocence in Harper Lee's ""To Kill a Mockingbird."""
Write a speech about why art in schools is important.,Write a passionate speech about the importance of arts education.
How did Surrealism affect Salvador Dalí's art?,Discuss the influence of Surrealism on Salvador Dalí's works.
Write a ghost story in an old Scottish castle.,Write an atmospheric ghost story set in an abandoned Scottish castle.
What's a black hole?,Explain the concept of a black hole to a ten-year-old.
Argue for eating more plants.,Write a persuasive argument for adopting a plant-based diet.
How did the Silk Road affect trade and culture?,Discuss the significance and impact of the Silk Road on ancient trade and culture.
Write a World War II love story.,Write a romantic story set during the time of the World War II.
Write about Hamlet's character in the play.,Analyze the character development of Hamlet in Shakespeare's play.
Write about a bad restaurant experience.,Write a restaurant review detailing an exceptionally bad dining experience.
How does genetic engineering affect farming?,Discuss the role of genetic engineering in modern agriculture and its ethical implications.
Write a story about a dragon and a knight who are friends.,Write a fantasy short story about a dragon who befriends a knight.
"What's special about the writing in ""Mrs. Dalloway""?","Analyze the stylistic elements of Virginia Woolf's stream-of-consciousness narrative in ""Mrs. Dalloway""."
Write about a recent popular movie.,"Write a detailed review of a recent blockbuster movie focusing on its narrative, performances, and visual effects."
"What's the ""Arab Spring"" about?",Discuss the social and political implications of the 'Arab Spring' movement.
Write a story about a farmer with magic powers.,Write a riveting fantasy tale about a humble farmer discovering magical abilities.
How do polar animals live?,Describe the life and adaptation of polar animals to a kindergarten class.
Write about someone who's doing good things for their community.,Write a detailed profile on a social entrepreneur who is making a significant impact on their community.
How does the media affect people and the government?,Discuss the impact of mass media on public opinion and policy making.
Write a murder mystery on a cruise ship.,Write an engaging murder mystery set on a luxury cruise liner.
"What's ""1984"" say about dystopia?","Analyze the representation of dystopia in George Orwell's ""1984""."
Write about your first time traveling alone.,Write a compelling personal narrative about your first solo travel experience.
How does air pollution affect cities and what can we do?,Discuss the effects and potential mitigation strategies of air pollution in urban areas.
Write a story about a bad heist.,Write a suspense-filled short story about a heist gone wrong.
What's the Big Bang theory?,Explain the Big Bang theory to someone with no background in science.
Argue for more parks in cities.,Write a persuasive essay advocating for more public spaces in urban areas.
What's the history of jazz and why is it important?,Discuss the historical context and cultural impact of jazz music.
Write a future story where everyone uses green energy.,Write a science fiction story about a futuristic society entirely dependent on renewable energy.
"What's ""All Quiet on the Western Front"" say about war?","Analyze the portrayal of war in Erich Maria Remarque's ""All Quiet on the Western Front."""
Write about riding a roller coaster.,Write a detailed account of a thrilling roller coaster ride.
What's right and wrong about gene editing?,Discuss the ethical issues surrounding gene editing and CRISPR technology.
Write a scary story in an old big house.,Write a horror story set in a haunted colonial mansion.
"What's the green light in ""The Great Gatsby"" about?","Analyze the symbolism and thematic relevance of the green light in F. Scott Fitzgerald's ""The Great Gatsby."""
Write about a fitness app you like.,"Write a comprehensive review of a popular fitness app detailing its features, usability, and effectiveness."
How does IoT affect home security?,Discuss the implications of the Internet of Things (IoT) for home security.
Write a story about the Roman Empire's fall.,Write a gripping historical fiction story set during the fall of the Roman Empire.
What's a vaccine and why is it important?,Explain the principle and importance of vaccination to a middle school student.
"Write about ""Animal Farm's"" politics.","Write an analytical essay on the socio-political commentary in George Orwell's ""Animal Farm."""
What happens when we overfish and how can we fix it?,Discuss the impact of overfishing on marine biodiversity and sustainable solutions.
Write a story about stealing art from the Louvre.,Write a detective story about an art heist at the Louvre.
"What does ""Macbeth"" say about ambition and power?","Analyze the portrayal of ambition and power in Shakespeare's ""Macbeth."""
Write a story about a kid and a dog.,Write a heartwarming story about a child's friendship with a stray dog.
What caused the Renaissance and why is it important?,Discuss the factors leading to the Renaissance and its impact on art and culture.
Write a story about the world after an apocalypse.,Write a thrilling science fiction story set in a post-apocalyptic world.
What is gravity?,Explain the concept of gravity to a five-year-old.
Write about why net neutrality is good.,Write a passionate op-ed advocating for net neutrality.
How did Greek philosophy change Western thinking?,Discuss the impact of Greek philosophy on Western thought.
Write a detective story in old New York.,Write a noir short story set in a 1940s New York City.
"What does ""Crime and Punishment"" say about justice and morality?","Analyze the themes of justice and morality in Fyodor Dostoevsky's ""Crime and Punishment."""
Write about going to a big sports game.,Write a detailed account of your experience at a major sporting event.
Why is solar power good?,Discuss the potential of solar power as a sustainable energy source.
Write a scary story in an old factory.,Write a ghost story set in an abandoned Victorian-era factory.
"What are the symbols in ""The Raven""?","Analyze the use of symbolism in Edgar Allan Poe's ""The Raven."""
Write about a trip through the Amazon.,Write a gripping account of a journey through the Amazon rainforest.
What will self-driving cars do to traffic?,Discuss the potential effects of the introduction of autonomous vehicles on urban traffic.
Write a story about the French Revolution.,Write a fascinating historical fiction story set during the French Revolution.
What's climate change about?,Explain the causes and effects of climate change to a middle school student.
Write about a modern art exhibition.,Write a thoughtful critique of a modern art exhibition you recently attended.
What are the problems with deepfakes?,Discuss the implications of deepfake technology on privacy and security.
Write a story about a bad treasure hunt.,Write a suspenseful short story about a treasure hunt gone wrong.
"What does ""Oedipus Rex"" say about fate and free will?","Analyze the themes of fate and free will in Sophocles' ""Oedipus Rex."""
Write as if you're on the Oregon Trail.,Write a detailed diary entry from the perspective of a pioneer on the Oregon Trail.
How did blues music come about and why is it important?,Discuss the roots and influences of blues music in American culture.
Write a story about people living underwater.,Write a science fiction story about a civilization living under the sea.
What's evolution?,Explain the concept of evolution to a six-year-old.
Argue for working only four days a week.,Write a persuasive argument for the adoption of a four-day work week.
What did the Harlem Renaissance do for culture?,Discuss the legacy and cultural impact of the Harlem Renaissance.
Write a mystery story in a small mountain town.,Write a mystery short story set in a secluded mountain village.
"What does ""Lord of the Flies"" say about people?","Analyze the exploration of human nature in ""Lord of the Flies"" by William Golding."
Write about a terrible hotel stay.,Write a review of a disastrous hotel stay detailing the issues encountered.
What's wrong with trash in cities and how can we fix it?,Discuss the challenges and potential solutions for waste management in urban areas.
Write a story about a hero saving a cursed kingdom.,Write a fantasy story about a cursed kingdom saved by an unlikely hero.
"What's ""Frankenstein"" say about being alone?","Analyze the theme of isolation in Mary Shelley's ""Frankenstein."""
Write about an e-learning platform you like.,"Write a comprehensive review of a popular online learning platform, detailing its features, strengths, and areas of improvement."
Why did the French Revolution happen?,"Discuss the social, economic, and political factors that led to the French Revolution."
Write a mystery story in a small town.,Write a compelling mystery story set in a quiet New England town.
What's the water cycle?,Explain the water cycle to a third-grade student.
"Write about fate in ""Tess of the d'Urbervilles"".","Write a thought-provoking analysis of the role of fate in Thomas Hardy's ""Tess of the d'Urbervilles."""
How did the printing press affect the Reformation?,Discuss the role and impact of the printing press on the Reformation.
Write a story about finding something weird on Mars.,Write a suspenseful short story about an expedition to Mars that uncovers an alien artifact.
"What's funny in ""Huckleberry Finn"" and why?","Analyze the use of humor as a social critique in Mark Twain's ""The Adventures of Huckleberry Finn."""
Write about someone beating the odds to do something big.,Write an inspiring account of an individual overcoming adversity to achieve a significant goal.
What's the history of hip-hop and why is it important?,Discuss the origins and influence of hip-hop music on contemporary culture.
Write a story after an apocalypse with no tech.,Write a post-apocalyptic short story set in a world where technology no longer works.
What's democracy?,Explain the basic principles of democracy to a ten-year-old.
Argue for saving old buildings.,Write a persuasive piece advocating for the preservation of historical buildings.
How did the Industrial Revolution change things?,Discuss the impact of the Industrial Revolution on society and the economy.
Write a love story in old France.,Write a romantic short story set in 18th-century France.
"What does ""Death of a Salesman"" say about the American Dream?","Analyze the depiction of the American Dream in Arthur Miller's ""Death of a Salesman."""
Write about seeing something cool while scuba diving.,Write a thrilling account of a close encounter with a marine creature while scuba diving.
What's right and wrong about drones in war?,Discuss the ethical considerations of using drones in warfare.
Write a scary story in an old castle.,Write a haunting ghost story set in a centuries-old castle.
"What's ""Heart of Darkness"" say about light and dark?","Analyze the motifs of light and darkness in Joseph Conrad's ""Heart of Darkness."""
Write about eating something good in another country.,Write a detailed account of a memorable culinary experience in a foreign country.
What does social media do to how we talk and relate?,Discuss the impact of social media on interpersonal communication and relationships.
Write a story about magic creatures in a forest.,Write an immersive fantasy story about a magical forest and its secretive inhabitants.
What's photosynthesis?,Explain the concept of photosynthesis to a fourth-grade student.
"Write about society in ""Brave New World"".","Write a critical essay on the portrayal of the society in Aldous Huxley's ""Brave New World."""
Why is the Suez Canal important?,Discuss the geopolitical significance and implications of the Suez Canal.
Write a story about someone stealing from rich houses in London.,Write a crime thriller about a cat burglar targeting wealthy mansions in London.
"What does ""Wuthering Heights"" say about love and desire?","Analyze the exploration of love and desire in Emily Brontë's ""Wuthering Heights."""
Write a story about an old person and a young person being friends.,Write a moving story about an elderly person's bond with a young neighbor.
What did the Italian Renaissance do for art and culture?,Discuss the cultural and artistic influences of the Italian Renaissance.
Write a story about messing up time travel.,Write a science fiction story about a time-travel mishap.
What's a balanced diet?,Explain the concept of a balanced diet to a second-grade student.
Argue for more space stuff.,Write a passionate argument for increasing space exploration and research.
What did the Beat Generation do for literature?,Discuss the significance and cultural impact of the Beat Generation in literature.
Write a mystery story in a big fancy house in Venice.,Write a mystery short story set in a luxurious Venetian palazzo.
"What does ""The Great Gatsby"" say about America?","Analyze the representation of the American society in F. Scott Fitzgerald's ""The Great Gatsby."""
Write about going to a music festival.,Write a detailed account of your experience at a popular music festival.
What's good and bad about wind power?,Discuss the benefits and challenges of wind energy as a renewable resource.
Write a story about a vampire in an office.,Write a vampire story set in the modern corporate world.
"What's ""A Modest Proposal"" say with irony?","Analyze the use of irony in Jonathan Swift's satirical essay ""A Modest Proposal."""
Write about a hiking trip in the Rockies.,Write a vivid account of a hiking adventure in the Rocky Mountains.
